"",16.000
16267.6667,-4.5991E-01
16267.8333,-9.1187E+00
16268.0000,-1.6364E+01
16268.1667,-2.1993E+01
16268.3333,-3.2898E+00
16268.5000,-6.3209E+00
16268.6667,9.8942E-01
16268.8333,-5.7697E+00
16269.0000,-1.8971E+01
16269.1667,-2.8724E+01
16269.3333,-3.3934E+00
16269.5000,-4.8599E+00
16269.6667,4.9778E+00
16269.8333,-7.3060E+00
16270.0000,-2.0586E+01
16270.1667,-2.8509E+01
16270.3333,-3.4554E+00
16270.5000,-7.4676E+00
16270.6667,-5.6451E+00
16270.8333,-8.7052E+00
16271.0000,-1.0641E+01
16271.1667,-1.4816E+01
16271.3333,-9.9774E-01
16271.5000,-5.7383E+00
16271.6667,-9.0138E+00
16271.8333,-3.0590E+01
16272.0000,-3.3328E+01
16272.1667,-3.4144E+01
16272.3333,-2.1309E+01
16272.5000,-1.5056E+01
16272.6667,-2.8421E+01
16272.8333,-2.7722E+01
16273.0000,-2.7832E+01
16273.1667,-2.4820E+01
16273.3333,-1.9638E+01
16273.5000,-1.7910E+01
16273.6667,-1.6897E+01
16273.8333,-1.8383E+01
16274.0000,-1.8029E+01
16274.1667,-1.8049E+01
16274.3333,-1.0373E+01
16274.5000,-2.1412E+00
16274.6667,-1.7567E+00
16274.8333,-1.1256E+01
16275.0000,-2.1138E+01
16275.1667,-2.2149E+01
16275.3333,-1.7066E+01
16275.5000,-8.4825E+00
16275.6667,-5.9438E+00
16275.8333,-1.8018E+01
16276.0000,-2.6341E+01
16276.1667,-3.3050E+01
16276.3333,-8.8719E+00
16276.5000,-1.1264E+01
16276.6667,-7.2624E+00
16276.8333,-2.5764E+01
16277.0000,-2.5171E+01
16277.1667,-2.7627E+01
16277.3333,-2.0531E+01
16277.5000,-2.6278E+01
16277.6667,-2.3146E+01
16277.8333,-2.4181E+01
16278.0000,-2.6434E+01
16278.1667,-2.7323E+01
16278.3333,-2.0788E+01
16278.5000,-1.2789E+01
16278.6667,-6.7142E+00
16278.8333,-1.6593E+01
16279.0000,-2.0396E+01
16279.1667,-2.8366E+01
16279.3333,-1.0940E+01
16279.5000,-1.6109E+01
16279.6667,-3.8518E+01
16279.8333,-2.2825E+01
16280.0000,-2.5535E+01
16280.1667,-3.0309E+01
16280.3333,-2.4843E+01
16280.5000,-1.5835E+01
16280.6667,-1.0480E+01
16280.8333,-2.2089E+01
16281.0000,-2.4773E+01
16281.1667,-2.5116E+01
16281.3333,-2.2400E+01
16281.5000,-1.7565E+01
16281.6667,-1.4463E+01
16281.8333,-1.6828E+01
16282.0000,-1.7999E+01
16282.1667,-1.7630E+01
16282.3333,-1.1049E+01
16282.5000,-5.2030E+00
16282.6667,-4.0082E+00
16282.8333,-1.5173E+01
16283.0000,-2.4474E+01
16283.1667,-2.7716E+01
16283.3333,-1.4033E+01
16283.5000,-1.3898E+01
16283.6667,-5.0704E+00
16283.8333,-1.3398E+01
16284.0000,-1.8984E+01
16284.1667,-1.7929E+01
16284.3333,-9.1054E+00
16284.5000,-6.3066E+00
16284.6667,-5.9849E+00
16284.8333,-2.2465E+01
16285.0000,-2.1715E+01
16285.1667,-2.6845E+01
16285.3333,-1.1342E+01
16285.5000,-1.5932E+01
16285.6667,-1.1681E+01
